usage_date,mac_id,resource_category,total_cost_inr,resource_count
2026-02-06,MAC-08,Data Services,907.75,2
2026-02-07,MAC-01,Compute,2541.16,2
2026-02-07,MAC-01,Networking,487.46,2
2026-02-07,MAC-01,Storage,591.42,2
2026-02-07,MAC-01,Data Services,920.07,2
2026-02-07,MAC-02,Storage,1225.79,2
2026-02-07,MAC-02,Data Services,1892.88,2
2026-02-07,MAC-02,Networking,332.15,2
2026-02-07,MAC-02,Compute,1800.05,2
2026-02-07,MAC-03,Storage,371.94,2
2026-02-07,MAC-03,Networking,242.14,2
2026-02-07,MAC-03,Compute,1108.0,2
2026-02-07,MAC-03,Data Services,571.27,2
2026-02-07,MAC-04,Storage,558.13,2
2026-02-07,MAC-04,Networking,343.4,2
2026-02-07,MAC-04,Data Services,848.82,2
2026-02-07,MAC-04,Compute,1387.24,2
2026-02-07,MAC-05,Compute,990.86,2
2026-02-07,MAC-05,Networking,437.93,2
2026-02-07,MAC-05,Data Services,695.96,2
2026-02-07,MAC-05,Storage,504.01,2
2026-02-07,MAC-06,Networking,722.24,2
2026-02-07,MAC-06,Compute,3291.34,2
2026-02-07,MAC-06,Data Services,873.32,2
2026-02-07,MAC-06,Storage,779.22,2
2026-02-07,MAC-07,Networking,363.89,2
2026-02-07,MAC-07,Compute,2367.98,2
2026-02-07,MAC-07,Storage,1009.43,2
2026-02-07,MAC-07,Data Services,1476.95,2
2026-02-07,MAC-08,Data Services,804.6,2
2026-02-07,MAC-08,Storage,536.15,2
2026-02-07,MAC-08,Networking,253.1,2
2026-02-07,MAC-08,Compute,775.59,2
2026-02-08,MAC-01,Data Services,928.44,2
2026-02-08,MAC-01,Networking,526.43,2
2026-02-08,MAC-01,Compute,2194.73,2
2026-02-08,MAC-01,Storage,645.25,2
2026-02-08,MAC-02,Compute,1917.3,2
2026-02-08,MAC-02,Data Services,1756.35,2
2026-02-08,MAC-02,Storage,1187.66,2
2026-02-08,MAC-02,Networking,378.94,2
2026-02-08,MAC-03,Networking,237.08,2
2026-02-08,MAC-03,Compute,1143.78,2
2026-02-08,MAC-03,Data Services,493.32,2
2026-02-08,MAC-03,Storage,375.59,2
2026-02-08,MAC-04,Storage,520.83,2
2026-02-08,MAC-04,Networking,307.84,2
2026-02-08,MAC-04,Data Services,844.6,2
2026-02-08,MAC-04,Compute,1418.75,2
2026-02-08,MAC-05,Networking,486.0,2
2026-02-08,MAC-05,Data Services,734.71,2
2026-02-08,MAC-05,Compute,1103.94,2
2026-02-08,MAC-05,Storage,512.51,2
2026-02-08,MAC-06,Networking,718.89,2
2026-02-08,MAC-06,Data Services,928.02,2
2026-02-08,MAC-06,Compute,2723.26,2
2026-02-08,MAC-06,Storage,861.82,2
2026-02-08,MAC-07,Data Services,1532.5,2
2026-02-08,MAC-07,Networking,386.04,2
2026-02-08,MAC-07,Compute,2770.13,2
2026-02-08,MAC-07,Storage,1072.67,2
2026-02-08,MAC-08,Compute,841.66,2
2026-02-08,MAC-08,Networking,273.21,2
2026-02-08,MAC-08,Storage,512.65,2
2026-02-08,MAC-08,Data Services,947.76,2
2026-02-09,MAC-01,Storage,615.66,2
2026-02-09,MAC-01,Data Services,840.53,2
2026-02-09,MAC-01,Compute,2474.62,2
2026-02-09,MAC-01,Networking,467.4,2
2026-02-09,MAC-02,Storage,1126.15,2
2026-02-09,MAC-02,Networking,351.41,2
2026-02-09,MAC-02,Data Services,2012.01,2
2026-02-09,MAC-02,Compute,1910.9,2
2026-02-09,MAC-03,Compute,1257.9,2
2026-02-09,MAC-03,Data Services,536.15,2
2026-02-09,MAC-03,Networking,244.77,2
2026-02-09,MAC-03,Storage,334.52,2
2026-02-09,MAC-04,Storage,516.37,2
2026-02-09,MAC-04,Networking,286.01,2
2026-02-09,MAC-04,Compute,1307.69,2
2026-02-09,MAC-04,Data Services,784.37,2
2026-02-09,MAC-05,Data Services,705.62,2
2026-02-09,MAC-05,Storage,496.25,2
2026-02-09,MAC-05,Compute,1008.25,2
2026-02-09,MAC-05,Networking,466.64,2
2026-02-09,MAC-06,Storage,815.36,2
2026-02-09,MAC-06,Compute,2818.73,2
2026-02-09,MAC-06,Data Services,938.29,2
2026-02-09,MAC-06,Networking,759.02,2
2026-02-09,MAC-07,Data Services,1415.74,2
2026-02-09,MAC-07,Networking,391.56,2
2026-02-09,MAC-07,Storage,983.32,2
2026-02-09,MAC-07,Compute,2625.27,2
2026-02-09,MAC-08,Storage,500.95,2
2026-02-09,MAC-08,Compute,776.86,2
2026-02-09,MAC-08,Data Services,965.42,2
2026-02-09,MAC-08,Networking,238.35,2
2026-02-10,MAC-01,Storage,559.09,2
2026-02-10,MAC-01,Networking,490.47,2
2026-02-10,MAC-01,Data Services,795.52,2
2026-02-10,MAC-01,Compute,2423.37,2
2026-02-10,MAC-02,Storage,1228.67,2
2026-02-10,MAC-02,Networking,391.82,2
2026-02-10,MAC-02,Data Services,1876.69,2
2026-02-10,MAC-02,Compute,1805.17,2
2026-02-10,MAC-03,Storage,392.74,2
2026-02-10,MAC-03,Data Services,554.68,2
2026-02-10,MAC-03,Compute,1222.89,2
2026-02-10,MAC-03,Networking,231.49,2
2026-02-10,MAC-04,Compute,1549.99,2
2026-02-10,MAC-04,Data Services,902.25,2
2026-02-10,MAC-04,Networking,295.5,2
2026-02-10,MAC-04,Storage,576.13,2
2026-02-10,MAC-05,Compute,1070.56,2
2026-02-10,MAC-05,Data Services,744.56,2
2026-02-10,MAC-05,Networking,516.52,2
2026-02-10,MAC-05,Storage,535.25,2
2026-02-10,MAC-06,Storage,807.97,2
2026-02-10,MAC-06,Networking,655.1,2
2026-02-10,MAC-06,Data Services,876.32,2
2026-02-10,MAC-06,Compute,3004.1,2
2026-02-10,MAC-07,Storage,1020.53,2
2026-02-10,MAC-07,Networking,422.17,2
2026-02-10,MAC-07,Data Services,1456.35,2
2026-02-10,MAC-07,Compute,2709.18,2
2026-02-10,MAC-08,Networking,253.02,2
2026-02-10,MAC-08,Data Services,855.94,2
2026-02-10,MAC-08,Compute,774.41,2
2026-02-10,MAC-08,Storage,568.99,2
2026-02-11,MAC-01,Compute,2259.57,2
2026-02-11,MAC-01,Data Services,811.0,2
2026-02-11,MAC-01,Storage,590.51,2
2026-02-11,MAC-01,Networking,512.24,2
2026-02-11,MAC-02,Data Services,1905.39,2
2026-02-11,MAC-02,Networking,403.4,2
2026-02-11,MAC-02,Compute,1881.57,2
2026-02-11,MAC-02,Storage,1191.1,2
2026-02-11,MAC-03,Networking,259.21,2
2026-02-11,MAC-03,Data Services,503.82,2
2026-02-11,MAC-03,Compute,1036.65,2
2026-02-11,MAC-03,Storage,385.04,2
2026-02-11,MAC-04,Networking,315.11,2
2026-02-11,MAC-04,Data Services,717.84,2
2026-02-11,MAC-04,Storage,559.61,2
2026-02-11,MAC-04,Compute,1398.06,2
2026-02-11,MAC-05,Storage,493.51,2
2026-02-11,MAC-05,Networking,504.87,2
2026-02-11,MAC-05,Data Services,666.94,2
2026-02-11,MAC-05,Compute,1128.45,2
2026-02-11,MAC-06,Data Services,919.04,2
2026-02-11,MAC-06,Networking,697.57,2
2026-02-11,MAC-06,Compute,2909.65,2
2026-02-11,MAC-06,Storage,836.41,2
2026-02-11,MAC-07,Compute,2273.54,2
2026-02-11,MAC-07,Networking,363.34,2
2026-02-11,MAC-07,Data Services,1311.95,2
2026-02-11,MAC-07,Storage,1002.41,2
2026-02-11,MAC-08,Networking,222.7,2
2026-02-11,MAC-08,Data Services,942.18,2
2026-02-11,MAC-08,Storage,548.99,2
2026-02-11,MAC-08,Compute,879.38,2
2026-02-12,MAC-01,Data Services,815.62,2
2026-02-12,MAC-01,Compute,2618.95,2
2026-02-12,MAC-01,Networking,461.36,2
2026-02-12,MAC-01,Storage,613.07,2
2026-02-12,MAC-02,Compute,1703.91,2
2026-02-12,MAC-02,Networking,339.8,2
2026-02-12,MAC-02,Storage,1231.7,2
2026-02-12,MAC-02,Data Services,1875.23,2
2026-02-12,MAC-03,Data Services,550.23,2
2026-02-12,MAC-03,Networking,260.39,2
2026-02-12,MAC-03,Compute,1140.51,2
2026-02-12,MAC-03,Storage,341.16,2
2026-02-12,MAC-04,Data Services,737.41,2
2026-02-12,MAC-04,Storage,549.57,2
2026-02-12,MAC-04,Networking,331.09,2
2026-02-12,MAC-04,Compute,1634.24,2
2026-02-12,MAC-05,Compute,1201.96,2
2026-02-12,MAC-05,Data Services,635.89,2
2026-02-12,MAC-05,Networking,543.24,2
2026-02-12,MAC-05,Storage,558.44,2
2026-02-12,MAC-06,Networking,741.6,2
2026-02-12,MAC-06,Storage,761.24,2
2026-02-12,MAC-06,Data Services,921.25,2
2026-02-12,MAC-06,Compute,2816.96,2
2026-02-12,MAC-07,Networking,397.79,2
2026-02-12,MAC-07,Data Services,1345.3,2
2026-02-12,MAC-07,Compute,2353.48,2
2026-02-12,MAC-07,Storage,976.94,2
2026-02-12,MAC-08,Networking,237.22,2
2026-02-12,MAC-08,Compute,815.43,2
2026-02-12,MAC-08,Data Services,943.93,2
2026-02-12,MAC-08,Storage,515.86,2
2026-02-13,MAC-01,Storage,650.91,2
2026-02-13,MAC-01,Data Services,822.84,2
2026-02-13,MAC-01,Compute,2596.32,2
2026-02-13,MAC-01,Networking,469.65,2
2026-02-13,MAC-02,Storage,1206.05,2
2026-02-13,MAC-02,Networking,357.58,2
2026-02-13,MAC-02,Compute,1836.24,2
2026-02-13,MAC-02,Data Services,1886.57,2
2026-02-13,MAC-03,Networking,269.67,2
2026-02-13,MAC-03,Storage,360.74,2
2026-02-13,MAC-03,Data Services,502.67,2
2026-02-13,MAC-03,Compute,1259.75,2
2026-02-13,MAC-04,Networking,324.41,2
2026-02-13,MAC-04,Compute,1458.68,2
2026-02-13,MAC-04,Storage,574.45,2
2026-02-13,MAC-04,Data Services,823.92,2
2026-02-13,MAC-05,Networking,446.67,2
2026-02-13,MAC-05,Data Services,747.57,2
2026-02-13,MAC-05,Compute,1098.4,2
2026-02-13,MAC-05,Storage,550.05,2
2026-02-13,MAC-06,Networking,737.42,2
2026-02-13,MAC-06,Storage,887.86,2
2026-02-13,MAC-06,Data Services,823.35,2
2026-02-13,MAC-06,Compute,3117.7,2
2026-02-13,MAC-07,Data Services,1414.31,2
2026-02-13,MAC-07,Networking,413.78,2
2026-02-13,MAC-07,Storage,954.14,2
2026-02-13,MAC-07,Compute,2883.71,2
2026-02-13,MAC-08,Storage,485.22,2
2026-02-13,MAC-08,Networking,239.08,2
2026-02-13,MAC-08,Compute,745.27,2
2026-02-13,MAC-08,Data Services,855.26,2
2026-02-14,MAC-01,Networking,519.71,2
2026-02-14,MAC-01,Data Services,815.53,2
2026-02-14,MAC-01,Compute,2337.06,2
2026-02-14,MAC-01,Storage,607.56,2
2026-02-14,MAC-02,Data Services,1777.19,2
2026-02-14,MAC-02,Compute,1883.05,2
2026-02-14,MAC-02,Networking,376.73,2
2026-02-14,MAC-02,Storage,1075.15,2
2026-02-14,MAC-03,Storage,357.5,2
2026-02-14,MAC-03,Data Services,557.89,2
2026-02-14,MAC-03,Compute,1198.95,2
2026-02-14,MAC-03,Networking,242.94,2
2026-02-14,MAC-04,Storage,629.51,2
2026-02-14,MAC-04,Networking,346.61,2
2026-02-14,MAC-04,Compute,1591.7,2
2026-02-14,MAC-04,Data Services,813.79,2
2026-02-14,MAC-05,Compute,1232.71,2
2026-02-14,MAC-05,Networking,458.99,2
2026-02-14,MAC-05,Storage,496.88,2
2026-02-14,MAC-05,Data Services,690.96,2
2026-02-14,MAC-06,Data Services,871.93,2
2026-02-14,MAC-06,Compute,3116.0,2
2026-02-14,MAC-06,Networking,751.42,2
2026-02-14,MAC-06,Storage,894.91,2
2026-02-14,MAC-07,Compute,2691.42,2
2026-02-14,MAC-07,Data Services,1288.31,2
2026-02-14,MAC-07,Networking,376.23,2
2026-02-14,MAC-07,Storage,912.33,2
2026-02-14,MAC-08,Data Services,930.16,2
2026-02-14,MAC-08,Networking,240.53,2
2026-02-14,MAC-08,Compute,797.62,2
2026-02-14,MAC-08,Storage,482.06,2
2026-02-15,MAC-01,Networking,491.82,2
2026-02-15,MAC-01,Compute,2420.57,2
2026-02-15,MAC-01,Storage,654.1,2
2026-02-15,MAC-01,Data Services,932.09,2
2026-02-15,MAC-02,Storage,1300.27,2
2026-02-15,MAC-02,Compute,1986.96,2
2026-02-15,MAC-02,Data Services,1737.5,2
2026-02-15,MAC-02,Networking,336.61,2
2026-02-15,MAC-03,Storage,372.0,2
2026-02-15,MAC-03,Data Services,543.27,2
2026-02-15,MAC-03,Compute,1209.01,2
2026-02-15,MAC-03,Networking,239.82,2
2026-02-15,MAC-04,Compute,1520.36,2
2026-02-15,MAC-04,Networking,305.87,2
2026-02-15,MAC-04,Storage,542.48,2
2026-02-15,MAC-04,Data Services,838.79,2
2026-02-15,MAC-05,Data Services,743.73,2
2026-02-15,MAC-05,Compute,1205.45,2
2026-02-15,MAC-05,Storage,502.29,2
2026-02-15,MAC-05,Networking,477.42,2
2026-02-15,MAC-06,Storage,832.04,2
2026-02-15,MAC-06,Networking,781.03,2
2026-02-15,MAC-06,Data Services,867.67,2
2026-02-15,MAC-06,Compute,2569.85,2
2026-02-15,MAC-07,Networking,406.98,2
2026-02-15,MAC-07,Compute,2631.48,2
2026-02-15,MAC-07,Data Services,1394.37,2
2026-02-15,MAC-07,Storage,1065.95,2
2026-02-15,MAC-08,Data Services,941.4,2
2026-02-15,MAC-08,Networking,249.36,2
2026-02-15,MAC-08,Compute,885.11,2
2026-02-15,MAC-08,Storage,509.73,2
2026-02-16,MAC-01,Data Services,732.66,2
2026-02-16,MAC-01,Networking,534.44,2
2026-02-16,MAC-01,Compute,2451.7,2
2026-02-16,MAC-01,Storage,640.32,2
2026-02-16,MAC-02,Data Services,1966.94,2
2026-02-16,MAC-02,Networking,364.33,2
2026-02-16,MAC-02,Compute,1982.67,2
2026-02-16,MAC-02,Storage,1231.7,2
2026-02-16,MAC-03,Data Services,513.5,2
2026-02-16,MAC-03,Networking,217.12,2
2026-02-16,MAC-03,Compute,1116.03,2
2026-02-16,MAC-03,Storage,363.83,2
2026-02-16,MAC-04,Compute,1448.13,2
2026-02-16,MAC-04,Data Services,810.15,2
2026-02-16,MAC-04,Networking,357.25,2
2026-02-16,MAC-04,Storage,596.12,2
2026-02-16,MAC-05,Data Services,695.49,2
2026-02-16,MAC-05,Networking,529.43,2
2026-02-16,MAC-05,Compute,1095.8,2
2026-02-16,MAC-05,Storage,526.28,2
2026-02-16,MAC-06,Compute,2782.33,2
2026-02-16,MAC-06,Networking,743.9,2
2026-02-16,MAC-06,Data Services,889.07,2
2026-02-16,MAC-06,Storage,935.04,2
2026-02-16,MAC-07,Storage,1102.84,2
2026-02-16,MAC-07,Compute,2873.29,2
2026-02-16,MAC-07,Data Services,1500.03,2
2026-02-16,MAC-07,Networking,465.63,2
2026-02-16,MAC-08,Compute,806.74,2
2026-02-16,MAC-08,Networking,248.86,2
2026-02-16,MAC-08,Storage,605.35,2
2026-02-16,MAC-08,Data Services,961.82,2
2026-02-17,MAC-01,Storage,669.62,2
2026-02-17,MAC-01,Compute,2615.63,2
2026-02-17,MAC-01,Networking,524.29,2
2026-02-17,MAC-01,Data Services,799.65,2
2026-02-17,MAC-02,Storage,1296.63,2
2026-02-17,MAC-02,Compute,1808.72,2
2026-02-17,MAC-02,Data Services,2097.29,2
2026-02-17,MAC-02,Networking,393.08,2
2026-02-17,MAC-03,Storage,381.76,2
2026-02-17,MAC-03,Networking,217.87,2
2026-02-17,MAC-03,Compute,1119.15,2
2026-02-17,MAC-03,Data Services,585.51,2
2026-02-17,MAC-04,Compute,1642.71,2
2026-02-17,MAC-04,Data Services,804.8,2
2026-02-17,MAC-04,Networking,343.33,2
2026-02-17,MAC-04,Storage,647.8,2
2026-02-17,MAC-05,Networking,549.65,2
2026-02-17,MAC-05,Data Services,713.34,2
2026-02-17,MAC-05,Storage,537.57,2
2026-02-17,MAC-05,Compute,1081.62,2
2026-02-17,MAC-06,Storage,783.62,2
2026-02-17,MAC-06,Compute,2902.7,2
2026-02-17,MAC-06,Data Services,968.34,2
2026-02-17,MAC-06,Networking,829.18,2
2026-02-17,MAC-07,Compute,2396.69,2
2026-02-17,MAC-07,Data Services,1489.65,2
2026-02-17,MAC-07,Storage,1057.36,2
2026-02-17,MAC-07,Networking,467.35,2
2026-02-17,MAC-08,Storage,520.94,2
2026-02-17,MAC-08,Data Services,909.55,2
2026-02-17,MAC-08,Networking,257.17,2
2026-02-17,MAC-08,Compute,773.51,2
2026-02-18,MAC-01,Storage,650.04,2
2026-02-18,MAC-01,Data Services,904.85,2
2026-02-18,MAC-01,Compute,2440.26,2
2026-02-18,MAC-01,Networking,466.01,2
2026-02-18,MAC-02,Storage,1217.28,2
2026-02-18,MAC-02,Data Services,1888.95,2
2026-02-18,MAC-02,Compute,2008.14,2
2026-02-18,MAC-02,Networking,350.92,2
2026-02-18,MAC-03,Compute,1147.64,2
2026-02-18,MAC-03,Data Services,529.34,2
2026-02-18,MAC-03,Networking,211.18,2
2026-02-18,MAC-03,Storage,400.37,2
2026-02-18,MAC-04,Storage,603.24,2
2026-02-18,MAC-04,Compute,1487.12,2
2026-02-18,MAC-04,Data Services,809.1,2
2026-02-18,MAC-04,Networking,358.62,2
2026-02-18,MAC-05,Compute,1119.28,2
2026-02-18,MAC-05,Data Services,732.3,2
2026-02-18,MAC-05,Networking,506.25,2
2026-02-18,MAC-05,Storage,484.58,2
2026-02-18,MAC-06,Storage,848.12,2
2026-02-18,MAC-06,Networking,648.97,2
2026-02-18,MAC-06,Data Services,918.34,2
2026-02-18,MAC-06,Compute,3263.12,2
2026-02-18,MAC-07,Compute,2577.47,2
2026-02-18,MAC-07,Networking,387.75,2
2026-02-18,MAC-07,Storage,938.51,2
2026-02-18,MAC-07,Data Services,1495.71,2
2026-02-18,MAC-08,Compute,771.67,2
2026-02-18,MAC-08,Networking,248.43,2
2026-02-18,MAC-08,Data Services,944.9,2
2026-02-18,MAC-08,Storage,547.63,2
2026-02-19,MAC-01,Storage,572.39,2
2026-02-19,MAC-01,Data Services,902.87,2
2026-02-19,MAC-01,Compute,2697.89,2
2026-02-19,MAC-01,Networking,504.36,2
2026-02-19,MAC-02,Compute,1881.09,2
2026-02-19,MAC-02,Networking,373.57,2
2026-02-19,MAC-02,Data Services,1964.64,2
2026-02-19,MAC-02,Storage,1386.43,2
2026-02-19,MAC-03,Compute,1126.93,2
2026-02-19,MAC-03,Networking,236.27,2
2026-02-19,MAC-03,Data Services,536.99,2
2026-02-19,MAC-03,Storage,383.17,2
2026-02-19,MAC-04,Data Services,839.91,2
2026-02-19,MAC-04,Networking,341.35,2
2026-02-19,MAC-04,Compute,1499.2,2
2026-02-19,MAC-04,Storage,549.08,2
2026-02-19,MAC-05,Compute,1212.61,2
2026-02-19,MAC-05,Networking,471.01,2
2026-02-19,MAC-05,Data Services,759.51,2
2026-02-19,MAC-05,Storage,540.25,2
2026-02-19,MAC-06,Storage,802.49,2
2026-02-19,MAC-06,Networking,712.78,2
2026-02-19,MAC-06,Compute,2672.99,2
2026-02-19,MAC-06,Data Services,880.31,2
2026-02-19,MAC-07,Data Services,1528.98,2
2026-02-19,MAC-07,Compute,2981.63,2
2026-02-19,MAC-07,Networking,407.92,2
2026-02-19,MAC-07,Storage,1055.42,2
2026-02-19,MAC-08,Storage,488.04,2
2026-02-19,MAC-08,Compute,860.97,2
2026-02-19,MAC-08,Data Services,972.04,2
2026-02-19,MAC-08,Networking,226.86,2
2026-02-20,MAC-01,Storage,590.22,2
2026-02-20,MAC-01,Compute,2371.22,2
2026-02-20,MAC-01,Data Services,831.33,2
2026-02-20,MAC-01,Networking,492.43,2
2026-02-20,MAC-02,Compute,1890.93,2
2026-02-20,MAC-02,Data Services,1979.5,2
2026-02-20,MAC-02,Networking,409.13,2
2026-02-20,MAC-02,Storage,1124.67,2
2026-02-20,MAC-03,Compute,1326.11,2
2026-02-20,MAC-03,Networking,231.16,2
2026-02-20,MAC-03,Storage,379.44,2
2026-02-20,MAC-03,Data Services,531.59,2
2026-02-20,MAC-04,Data Services,890.06,2
2026-02-20,MAC-04,Compute,1419.77,2
2026-02-20,MAC-04,Networking,361.96,2
2026-02-20,MAC-04,Storage,576.9,2
2026-02-20,MAC-05,Networking,539.29,2
2026-02-20,MAC-05,Compute,1185.38,2
2026-02-20,MAC-05,Storage,481.94,2
2026-02-20,MAC-05,Data Services,740.39,2
2026-02-20,MAC-06,Compute,3198.72,2
2026-02-20,MAC-06,Data Services,861.79,2
2026-02-20,MAC-06,Networking,702.49,2
2026-02-20,MAC-06,Storage,783.56,2
2026-02-20,MAC-07,Compute,2784.99,2
2026-02-20,MAC-07,Networking,431.54,2
2026-02-20,MAC-07,Storage,1135.17,2
2026-02-20,MAC-07,Data Services,1482.44,2
2026-02-20,MAC-08,Networking,250.83,2
2026-02-20,MAC-08,Compute,872.02,2
2026-02-20,MAC-08,Data Services,925.33,2
2026-02-20,MAC-08,Storage,614.34,2
2026-02-21,MAC-01,Storage,616.09,2
2026-02-21,MAC-01,Compute,2697.7,2
2026-02-21,MAC-01,Data Services,795.99,2
2026-02-21,MAC-01,Networking,494.04,2
2026-02-21,MAC-02,Storage,1283.78,2
2026-02-21,MAC-02,Networking,413.9,2
2026-02-21,MAC-02,Data Services,1946.93,2
2026-02-21,MAC-02,Compute,1887.41,2
2026-02-21,MAC-03,Compute,1276.55,2
2026-02-21,MAC-03,Networking,240.83,2
2026-02-21,MAC-03,Data Services,559.06,2
2026-02-21,MAC-03,Storage,391.75,2
2026-02-21,MAC-04,Storage,626.06,2
2026-02-21,MAC-04,Data Services,853.71,2
2026-02-21,MAC-04,Compute,1353.7,2
2026-02-21,MAC-04,Networking,332.09,2
2026-02-21,MAC-05,Storage,525.47,2
2026-02-21,MAC-05,Networking,511.38,2
2026-02-21,MAC-05,Compute,1213.66,2
2026-02-21,MAC-05,Data Services,685.26,2
2026-02-21,MAC-06,Storage,850.85,2
2026-02-21,MAC-06,Networking,752.76,2
2026-02-21,MAC-06,Data Services,931.11,2
2026-02-21,MAC-06,Compute,2935.34,2
2026-02-21,MAC-07,Compute,2850.41,2
2026-02-21,MAC-07,Storage,1010.3,2
2026-02-21,MAC-07,Networking,471.36,2
2026-02-21,MAC-07,Data Services,1294.65,2
2026-02-21,MAC-08,Compute,865.08,2
2026-02-21,MAC-08,Data Services,951.12,2
2026-02-21,MAC-08,Storage,564.06,2
2026-02-21,MAC-08,Networking,272.11,2
2026-02-22,MAC-01,Networking,495.4,2
2026-02-22,MAC-01,Data Services,901.6,2
2026-02-22,MAC-01,Compute,2712.86,2
2026-02-22,MAC-01,Storage,624.05,2
2026-02-22,MAC-02,Storage,1152.79,2
2026-02-22,MAC-02,Data Services,2142.39,2
2026-02-22,MAC-02,Compute,2207.16,2
2026-02-22,MAC-02,Networking,355.06,2
2026-02-22,MAC-03,Storage,362.73,2
2026-02-22,MAC-03,Networking,238.69,2
2026-02-22,MAC-03,Data Services,489.37,2
2026-02-22,MAC-03,Compute,1294.93,2
2026-02-22,MAC-04,Networking,319.35,2
2026-02-22,MAC-04,Data Services,823.26,2
2026-02-22,MAC-04,Storage,613.16,2
2026-02-22,MAC-04,Compute,1523.12,2
2026-02-22,MAC-05,Compute,1175.27,2
2026-02-22,MAC-05,Data Services,660.24,2
2026-02-22,MAC-05,Networking,525.1,2
2026-02-22,MAC-05,Storage,561.82,2
2026-02-22,MAC-06,Data Services,953.54,2
2026-02-22,MAC-06,Networking,681.05,2
2026-02-22,MAC-06,Compute,2837.48,2
2026-02-22,MAC-06,Storage,912.7,2
2026-02-22,MAC-07,Data Services,1405.29,2
2026-02-22,MAC-07,Networking,386.04,2
2026-02-22,MAC-07,Compute,2566.16,2
2026-02-22,MAC-07,Storage,1010.45,2
2026-02-22,MAC-08,Compute,823.6,2
2026-02-22,MAC-08,Networking,241.16,2
2026-02-22,MAC-08,Storage,522.32,2
2026-02-22,MAC-08,Data Services,930.25,2
2026-02-23,MAC-01,Networking,512.68,2
2026-02-23,MAC-01,Data Services,941.26,2
2026-02-23,MAC-01,Storage,662.67,2
2026-02-23,MAC-01,Compute,2723.62,2
2026-02-23,MAC-02,Networking,400.84,2
2026-02-23,MAC-02,Storage,1266.91,2
2026-02-23,MAC-02,Data Services,1865.04,2
2026-02-23,MAC-02,Compute,2077.74,2
2026-02-23,MAC-03,Storage,413.45,2
2026-02-23,MAC-03,Data Services,575.7,2
2026-02-23,MAC-03,Compute,1250.45,2
2026-02-23,MAC-03,Networking,224.22,2
2026-02-23,MAC-04,Compute,1532.98,2
2026-02-23,MAC-04,Storage,564.23,2
2026-02-23,MAC-04,Networking,339.33,2
2026-02-23,MAC-04,Data Services,814.06,2
2026-02-23,MAC-05,Compute,1248.7,2
2026-02-23,MAC-05,Data Services,726.95,2
2026-02-23,MAC-05,Networking,476.78,2
2026-02-23,MAC-05,Storage,465.18,2
2026-02-23,MAC-06,Storage,780.62,2
2026-02-23,MAC-06,Networking,758.18,2
2026-02-23,MAC-06,Compute,2681.83,2
2026-02-23,MAC-06,Data Services,921.02,2
2026-02-23,MAC-07,Networking,413.33,2
2026-02-23,MAC-07,Storage,967.27,2
2026-02-23,MAC-07,Data Services,1359.71,2
2026-02-23,MAC-07,Compute,2527.88,2
2026-02-23,MAC-08,Storage,587.63,2
2026-02-23,MAC-08,Networking,267.38,2
2026-02-23,MAC-08,Compute,844.4,2
2026-02-23,MAC-08,Data Services,853.07,2
2026-02-24,MAC-01,Networking,512.12,2
2026-02-24,MAC-01,Compute,2702.26,2
2026-02-24,MAC-01,Storage,705.11,2
2026-02-24,MAC-01,Data Services,792.99,2
2026-02-24,MAC-02,Storage,1128.56,2
2026-02-24,MAC-02,Networking,342.02,2
2026-02-24,MAC-02,Compute,1999.03,2
2026-02-24,MAC-02,Data Services,1826.42,2
2026-02-24,MAC-03,Networking,246.59,2
2026-02-24,MAC-03,Data Services,592.23,2
2026-02-24,MAC-03,Storage,365.92,2
2026-02-24,MAC-03,Compute,1147.01,2
2026-02-24,MAC-04,Storage,592.86,2
2026-02-24,MAC-04,Networking,321.74,2
2026-02-24,MAC-04,Compute,1445.41,2
2026-02-24,MAC-04,Data Services,751.82,2
2026-02-24,MAC-05,Data Services,717.95,2
2026-02-24,MAC-05,Networking,513.69,2
2026-02-24,MAC-05,Compute,1230.75,2
2026-02-24,MAC-05,Storage,584.97,2
2026-02-24,MAC-06,Compute,3224.65,2
2026-02-24,MAC-06,Data Services,925.84,2
2026-02-24,MAC-06,Networking,794.7,2
2026-02-24,MAC-06,Storage,919.88,2
2026-02-24,MAC-07,Compute,2461.49,2
2026-02-24,MAC-07,Networking,439.03,2
2026-02-24,MAC-07,Data Services,1545.71,2
2026-02-24,MAC-07,Storage,1127.27,2
2026-02-24,MAC-08,Storage,523.73,2
2026-02-24,MAC-08,Data Services,960.14,2
2026-02-24,MAC-08,Compute,790.61,2
2026-02-24,MAC-08,Networking,246.88,2
2026-02-25,MAC-01,Compute,2506.65,2
2026-02-25,MAC-01,Data Services,808.99,2
2026-02-25,MAC-01,Networking,502.84,2
2026-02-25,MAC-01,Storage,714.65,2
2026-02-25,MAC-02,Compute,2109.94,2
2026-02-25,MAC-02,Networking,405.95,2
2026-02-25,MAC-02,Storage,1254.26,2
2026-02-25,MAC-02,Data Services,2010.19,2
2026-02-25,MAC-03,Data Services,602.66,2
2026-02-25,MAC-03,Compute,1209.07,2
2026-02-25,MAC-03,Storage,388.36,2
2026-02-25,MAC-03,Networking,248.67,2
2026-02-25,MAC-04,Compute,1673.74,2
2026-02-25,MAC-04,Networking,344.26,2
2026-02-25,MAC-04,Storage,598.36,2
